,Название,Описание,Цена,words
2462,Альпинизм и скалолазание~Страховочные системы~Нижние системы~Беседка BLACK DIAMOND BIG GUN,Максимально удобная и функциональная страховочная система для длительных стеновых восхождений.,12360,"нижний_ADJ,скалолазание_NOUN,альпинизм_NOUN,страховочный_ADJ,система_NOUN,беседка_NOUN"
2463,Альпинизм и скалолазание~Точки страховки~Ледобуры~Рукоятка для ледобуров PETZL TURBINE,"Рукоятка для закручивания и выкручивания ледобуров LASER.
Вставляется в серьгу ледобура один раз перед закручивания.
Длинный рычаг для облегчения ввинчивания в лед.
Поворотная рукоятка обеспечивает хорошее удерживание даже в перчатках.
Легко доступна на маршруте: регулируемый эластичный ремешок для подвески.",1085,"скалолазание_NOUN,альпинизм_NOUN,страховка_NOUN,рукоятка_NOUN,точка_NOUN"
2464,Альпинизм и скалолазание~Точки страховки~Крючья скальные. Якоря~Крюк ледовый PETZL HAND HOOK,"Крюк для ИТО PETZL HAND HOOK.

Крюк для организации временной искусственной точки опоры на льду или скалах.",1260,"ледовый_ADJ,скалолазание_NOUN,альпинизм_NOUN,якорь_NOUN,страховка_NOUN,крюк_NOUN,скальный_ADJ,точка_NOUN"
2465,"Походное снаряжение~Инструмент~Мультиинструменты, ножи~Мультиинструмент LEATHERMAN MICRA","Leatherman Micra - самый популярный мини инструмент. 
Предметы личной гигиены, которые умещаются на связке ключей это только часть того, что делает Micra уникальным. 
Десять полезных инструментов в такой миниатюрной форме. 
Micra - великолепный подарок.",2880,"нож_NOUN,снаряжение_NOUN,походный_ADJ,инструмент_NOUN"
2466,Альпинизм и скалолазание~Спусковые и страховочные устройства~Неавтоматические~Спусковое устройство BLACK DIAMOND ATC-GUIDE,"Универсальное страховочно-спусковое устройство стало еще легче благодаря технологическим отверстиям в корпусе. 
Диаметр отверстия, используемого для разблокировки веревки, стал больше, что сделало возможным применение маленького карабина. Различные режимы трения обеспечивают оптимальное торможение при спуске партнёра или “дюльфере”. 
Режим Guide позволяет использовать устройство для страховки одного или двух партнеров, находящихся ниже станции.",2690,"устройство_NOUN,спусковой_ADJ,скалолазание_NOUN,альпинизм_NOUN,страховочный_ADJ"
2467,Одежда~Куртки~Флисовые куртки~Кофта ARC'TERYX COVERT CARDIGAN,"Классическая флиска Covert с полной молнией с двумя теплыми карманами. Эта кофта завоевала множество наград за свой уютный и удобный крой, функциональность и стиль.
﻿",12950,"кофта_NOUN,куртка_NOUN,одежда_NOUN"
2468,Одежда~Куртки~Флисовые куртки~Кофта ARC'TERYX COVERT CARDIGAN,"Классическая флиска Covert с полной молнией с двумя теплыми карманами. 
Эта кофта завоевала множество наград за свой уютный и удобный крой, функциональность и стиль.",12950,"кофта_NOUN,куртка_NOUN,одежда_NOUN"
2469,Одежда~Куртки~Флисовые куртки~Кофта ARC'TERYX COVERT Hoody,"Сшитая из похожего на шерсть материала Polartec® Thermal Pro®, эта кофта с капюшоном обладает всеми качествами кофты из материала Polartec®. 
Свободный крой и капюшон создают уют даже в промозглые дни.",13200,"кофта_NOUN,куртка_NOUN,одежда_NOUN"
2470,Походное снаряжение~Рюкзаки~Чехлы для телефонов и камер~Чехол AQUAPAC Keymaster,"Водонепроницаемый, универсальный герметичный чехол для ключей, денег, пластиковых карт и других важных вещей. 
Он настолько мал, что легко поместится в карман или под гидрокостюм. А вам не придется волноваться, что вы потеряете или намочите деньги или ключи.
Чехол не утонет, если упадет в воду.
Кроме воды защищает от грязи, пыли и песка.",1840,"телефон_NOUN,снаряжение_NOUN,камера_NOUN,чехол_NOUN,рюкзак_NOUN,походный_ADJ"
2471,Снаряжение для промышленного альпинизма~Карабины и коннекторы~Mailon Rapids и D-link~Дельта KONG Triangle quick links 10 мм,Дельта из нержавеющей стали с резьбовой муфтой.,900,"снаряжение_NOUN,промышленный_ADJ,альпинизм_NOUN,дельта_NOUN,мм_NOUN,карабин_NOUN"
2472,Одежда~Аксессуары~Балаклавы~Балаклава SATILA ARVIKA,"Тонкий подшлемник-балаклава. Защитит от ветра и мороза. 
Подойдет не только для занятий зимними видами спорта, но и для охоты и рыбалки. 
Материал Polycolon - Поликолон, функциональный потоотводящий материал, предназначенный для внутренней поверхности головных уборов. 
Не впитывает влагу и выводит её в наружные слои, где и происходит испарение. 
Этот материал обладает очень хорошими теплоизолирующими качествами. 
Polycolon также отталкивает загрязнения. 
Идеально подходит как для занятий спортом, так и для повседневной носки. 100% полипропилен. 
Разработан фирмой Schoeller Bregenz.",340,"балаклава_NOUN,аксессуар_NOUN,одежда_NOUN"
2473,Снаряжение для промышленного альпинизма~Карабины и коннекторы~Mailon Rapids и D-link~Рапид KONG QUICK LINKS,"Рапид полукруглый стальной.
Области применения: спелеология, альпинизм, горный туризм, летные виды спорта (дельтапланеризм, мотопарапланеризм).",330,"снаряжение_NOUN,промышленный_ADJ,альпинизм_NOUN,рапид_NOUN,карабин_NOUN"
2474,Одежда~Футболки~Футболка ARC'TERYX PHASE SL CREW SS,"Эта супер легкая футболка создана специально для выведения влаги при непрерывных активных нагрузках. 
Во время движения она отводит влагу от поверхности тела, тем самым регулируя его температуру. 
Во время остановок материал футболки быстро высыхает и не дает вам замерзнуть. 
Добавление ионов серебра устраняет неприятный запах и препятствует его появлению длительное время.",4100,"футболка_NOUN,одежда_NOUN"
2475,"Одежда~Рубашки, толстовки, свитера~Толстовки~Толстовка ARC'TERYX Vertices Hoody","Термобелье из дышащего быстросохнущего материала Torrent™ с контролем неприятного запаха сохраняет свежесть и опрятный вид даже после длительной носки. 
Капюшон-балаклава хорошо садится по голове, удлененный крой сохраняет тепло, маленький карман на молнии добавляет функциональности.",5670,"рубашка_NOUN,толстовка_NOUN,свитер_NOUN,одежда_NOUN"
2476,Походное снаряжение~Рюкзаки~Рюкзаки от 80 до 100 литров~Рюкзак BERGANS Alpinist Lady 100,"Максимально удобный рюкзак с большим объемом для продолжительных походов.
Новая разработка рюкзаков Берганс серии Alpinist, после которой рюкзак стал легче на 15%.
Множество наружных карманов и креплений для коврика, палатки, треккинговых палок, ледового инструмента и остального. 
Удобная каркасная спина специально сконструирована под женскую анатомию. Она немного сужается к низу, а лямки имеют немного зауженную и анатомическую форму. 
Спина регулируется под рост за считанные секунды. 
Основное отделение можно разделить на два: ""подвал"" и верхнее отделение. В каждое отделение есть свой собственный вход. 
Полностью съемный верхний клапан можно носить отдельно, как сумку.
Встроенный чехол от дождя будет всегда под рукой. 
Увеличивающиеся по размеру боковые карманы позволят положить в рюкзак еще что-то очень нужное. 
Кроме того, при необходимости, эти карманы можно вовсе отстегнуть от рюкзака. 
А если оба эти боковых кармана состегнуть вместе, то получится прекрасный небольшой рюкзак для радиальных выходов.",29900,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
2477,Одежда~Аксессуары~Носки~Носки MUND Uluru,"Модель носков ULURU предназначена для летнего туризма и повседневной носки. 
В состав входит экологически чистый хлопок. 
А медные ионы, присутствующие в материале Cupron, устраняют бактерии и неприятные запахи.",1040,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2478,Обувь~Аксессуары~Шнурки JACK WOLFSKIN PAW,Прочные шнурки с лапками Jack Wolfskin.,290,"обувь_NOUN,шнурок_NOUN,аксессуар_NOUN"
2479,Походное снаряжение~Туристические палатки~Трехместные палатки~Палатка TERRA NOVA SUPER QUASAR,"Палатка Terra Nova Super Quasar может вместить до 3 человек.
Продуманная аэродинамика способна противостоять даже ураганному ветру.
При любом использовании, будь то поход, экспедиция или базовый лагерь, эта палатка выдержит любые суровые погодные испытания.
Для простоты установки петли и дуги отмечены цветом.
В этой палатке будет достаточно места для трех человек, а в двух тамбурах легко уместится все снаряжение.",37800,"снаряжение_NOUN,туристический_ADJ,палатка_NOUN,трехместный_ADJ,походный_ADJ"
2480,Одежда~Аксессуары~Ремни~Ремень CHILLAZ Alpamayo,"Каждая деталь этого потрясающе красивого ремня была выполнена вручную. 
Самовязанный яркий ремень из Перу. Прекрасный аксессуар для любой женщины.",1750,"аксессуар_NOUN,ремень_NOUN,одежда_NOUN"
2481,Альпинизм и скалолазание~Ледовое снаряжение~Ледорубы и ледовые инструменты~Ледоруб BLACK DIAMOND Raven with grip,"Классический ледоруб с обрезиненной рукояткой и укомплектованная темляком SliderLeash.
Алюминиевое древко и изготовленная методом литья под давление головка из нержавеющей стали образуют прочную, надежную конструкцию, которая одинаково хороша как для самозадержаний или траверса снежного склона.
Комфортная, двухкомпонентная рукоятка улучшает сцепление, когда необходимо использовать ледоруб в качестве ледового инструмента.",9550,"ледовый_ADJ,снаряжение_NOUN,скалолазание_NOUN,альпинизм_NOUN,ледоруб_NOUN,инструмент_NOUN"
2482,Походное снаряжение~Посуда~Кружки~Кружка TATONKA THERMO 350,"Термокружка из нержавеющей стали со складными ручками -  занимает минимум места в рюкзаке.
Удобна в транспортировке. 
Крышка со специальными отверстиями для питья - предохраняет от проливания и не дает напитку остыть. 
Сохраняет горячее - горячим, а холодное - холодным.",1900,"снаряжение_NOUN,кружка_NOUN,походный_ADJ,посуда_NOUN"
2483,Одежда~Аксессуары~Носки~Носки MUND Makalu,"Модель MAKALU, благодаря волокнам Primaloft Yarn, невероятно мягкие носки, лёгкие, воздухопроницаемые с превосходным отводом влаги с поверхности кожи. 
Таким образом ваши ноги всегда остаются сухими и в тепле, даже при сильной активности при температуре до -25°.
Отлично подойдут для треккинга, рыбалки, повседневной носки в холодную погоду. 
Достаточно тонкие для того, чтобы носить их с обычной городской обувью.",1370,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2484,Одежда~Аксессуары~Носки~Носки MUND Cervino,"Модель Mund CERVINO это летние треккинговые носки серии Outdoor. 
Благодаря использованию ткани Sensura обеспечивается защита от высоких температур и влажности. 
Микроволокна превосходно отводят влагу с поверхности кожи на внешний слой носка, оставляя при этом ощущение свежести и комфорта для ног. 
Революционная технология ткани Sensura® была разработана, чтобы обеспечить защиту против влажности и высокой температуры. Революционная пряжа микроволокон отводит влагу от кожи, выводя её наружу и обеспечивая тем самым ощущение свежести ног.
А медные ионы, присутствующие в материале Cupron, устраняют бактерии и неприятные запахи. Медные ионы создают естественную защиту и устраняют 99.9 % бактерий и грибков, вызывающих запах ног.",1390,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2485,Одежда~Аксессуары~Носки~Носки MUND Pamir,"PAMIR - тёплые носки для зимнего треккинга и походов, также прекрасно подойдут для рыбалки и повседневной носки в холодную погоду. Превосходно дышат и выводят влагу с поверхности кожи, сохраняя тепло при температуре использования до -28°C, за счет ткани Comfortrel XP. А медные ионы, присутствующие в материале Cupron, устраняют бактерии и неприятные запахи.",1400,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2486,Одежда~Аксессуары~Носки~Носки MUND ACONCAGUA,"Модель ACONCAGUA относится к линии Outdoor. 
В состав входит волокно Outlast, позволяющее аккумулировать избыточное тепло стопы в период активности и отдавать его стопе, когда активность снижается, продливая время комфортного пребывания на холоде.",1310,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2487,Одежда~Брюки~Мембранные брюки~Полукомбинезон BERGANS Cecilie,"Технический полукомбинезон-самосброс из 3-слойной мембраны Dermizax ™, материал хорошо тянется и обеспечивает свободу движения. 
Сохраняет тепло, не пропускает влагу и ветер. В нем комфортно на всех вершинах.",9093,"брюки_NOUN,мембранный_ADJ,одежда_NOUN"
2488,Альпинизм и скалолазание~Оттяжки~Оттяжка BLACK DIAMOND POSITRON,"Применение двух карабинов Positron с защелками keylock, а также легкой, прочной 18 мм стропы Dynex со специальной вставкой Straitjacket делает оттяжку Positron незаменимой в любых ситуациях, на любых маршрутах.
Карабин Positron с изогнутой защелкой снизу и карабин Positron с прямой защелкой сверху
Система keylock на обоих карабинах
Легкая и прочная 18 мм стропа Dynex снабжена вставкой Straitjacket для фиксации нижнего карабина в удобном положении.",2050,"скалолазание_NOUN,альпинизм_NOUN,оттяжка_NOUN"
2489,Походное снаряжение~Гамаки~Гамак KING CAMP NET,Подвесной плетеный гамак-сетка. Выдерживает нагрузку до 80 кг.,890,"снаряжение_NOUN,походный_ADJ,гамак_NOUN"
2490,"Походное снаряжение~Коврики. Подушки. Полотенца~Подушки, полотенца~Надувная подушка King Camp NECK","Надувная подушка для комфортного сна в автомобиле или самолёте. Ее также можно применять для кемпинга и путешествий.
Подушка имеет приятнаю на ощупь флокированную поверхность. 
Благодаря маленькому весу и размеру ее всегда можете брать с собой.",700,"снаряжение_NOUN,подушка_NOUN,надувной_ADJ,походный_ADJ,коврик_NOUN,полотенце_NOUN"
2491,Походное снаряжение~Рюкзаки~Детские рюкзаки и переноски~Детский рюкзак DEUTER Climber 22,"Небольшой прочный рюкзак Deuter Climber очень пригодится школьникам для походов в лес, горных восхождений или маршрутов по пересеченной местности.
Отличный внешний вид и функциональность.
Система подвески Alpine-Back гарантирует гибкость, устойчивость и отличную вентиляцию.",4590,"снаряжение_NOUN,детский_ADJ,переноска_NOUN,рюкзак_NOUN,походный_ADJ"
2492,Походное снаряжение~Рюкзаки~Детские рюкзаки и переноски~Рюкзак DEUTER JUNIOR 18,"Детские рюкзаки Deuter - это настоящие хиты для детского сада или походных приключений.
Новые оригинальные вышивки, цветные набивные рисунки - есть от чего загореться глазам любого ребенка!
Рюкзак Deuter Juniour рассчитан на детей 5 лет и старше.
Он большой и очень вместительный. С ним можно отправится в первый поход.",3090,"снаряжение_NOUN,детский_ADJ,переноска_NOUN,рюкзак_NOUN,походный_ADJ"
2493,Походное снаряжение~Рюкзаки~Детские рюкзаки и переноски~Рюкзак DEUTER Schmusebar 8,"Детские рюкзаки Deuter - это настоящие хиты для детского сада, школы или походных приключений.
Новые оригинальные вышивки, цветные набивные рисунки - есть от чего загореться глазам любого ребенка!
Рюкзак Deuter Schmusebar рассчитан на детей от 3 лет, плюшевый мишка прилагается.",3290,"снаряжение_NOUN,детский_ADJ,переноска_NOUN,рюкзак_NOUN,походный_ADJ"
2494,"Походное снаряжение~Коврики. Подушки. Полотенца~Подушки, полотенца~подушка King Camp TRAVEL",Надувная подушка для поездок и путешествий.,810,"снаряжение_NOUN,подушка_NOUN,походный_ADJ,коврик_NOUN,полотенце_NOUN"
2495,Походное снаряжение~Рюкзаки~Рюкзаки от 60 до 80 литров~Рюкзак DEUTER AIRCONTACT 75+10,"Cерия рюкзаков Deuter Aircontact многие годы была лучшей в семействе рюкзаков Deuter.

Они побывали в самых труднодоступных уголках и были испытаны в самых суровых условиях. Улучшить команду победителей всегда сложно. Но настало время для внесения изменений в наши легендарные Aircontact.

В новой версии сохранилась прочность и надежность, но их внешний вид стал более изящным и современным. Анатомическая форма новой конструкции плечевых лямок Active Fit и улучшенные крылья набедренного пояса увеличили комфортность.",18090,"снаряжение_NOUN,рюкзак_NOUN,походный_ADJ,литр_NOUN"
2496,Одежда~Аксессуары~Носки~Носки MUND KILIMANJARO,Треккинговые носки KILIMANJARO отлично подходят для летнего туризма. Носки отлично сидят на ноге и выводят влагу благодаря ткани Coolmax.,940,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2497,Одежда~Аксессуары~Носки~Носки MUND CROSS MOUNTAIN,Модель CROSS MOUNTAIN это лёгкие носки спортивной серии. Благодаря использованию ткани Coolmax носки превосходно выводят влагу с поверхности кожи оставляя её сухой. А материал Cordura повышается срок эксплуатации продукта.,890,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2498,Походное снаряжение~Газовое оборудование~Мультитопливные горелки~Мультитопливная горелка PRIMUS OMNILITE ti,"Мультитопливная горелка OmniLite создана по тому же принципу, что и получившая множество наград горелка OmniFuel. Она такая же надежная и прочная, но меньше по размеру, легче по весу и экономичнее в топливе.
Горелка адаптирована для нового поколения экономичных кастрюль с теплообменником - посуда Eta™.
Ветрозащита и подставка под котелок сделаны из титана, что уменьшает вес горелки, но не влияет на ее основные характеристики.
Горелка OmniLite Ti работает на газу, бензине, керосине и даже на авиационном топливе.
Благодаря удобной регулировке пламенем можно управлять, даже находясь в перчатках.
Минимальный объем и вес горелки делают ее идеальным выбором для путешествия в одиночку или вдвоем. 
В комплект входит насос ErgoPump™, ремнабор с иглой, теплоотражатель и складная ветрозащита.",20500,"снаряжение_NOUN,газовый_ADJ,горелка_NOUN,оборудование_NOUN,походный_ADJ"
2499,Одежда~Аксессуары~Носки~Носки MUND ELBRUS,"ELBRUS - тонкие мягкие носки для зимних восхождений и повседневной носки. 
Сохраняют тепло и комфорт при температуре до -25°C за счёт использования специальных спиралевидных и полых волокон Thermolite, отводящих влагу с поверхности ступни. 
При этом сохраняют свои свойства даже во влажном состоянии. 
Носки содержат оптимальное колличество Lycra для необходимого облегания ноги. 
Данная модель может использоваться как вкладыш в носки.",950,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2500,Одежда~Аксессуары~Носки~Носки MUND K2,"K2 - высокотехнологичные носки серии EXTREME, предназначенные для низких температур. Использование материала Thermolite, который по своим теплоизолируемым своиствам почти в 3 раза превосходит шерсть, позволяет испытовать комфорт при температуре до -30°.",1480,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2501,Одежда~Аксессуары~Носки~Носки MUND HIMALAYA,HIMALAYA - теплые треккинговые носки. За счет использования материала Cordura повышается срок эксплуатации продукта.,980,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2502,Одежда~Аксессуары~Носки~Носки MUND SAHARA,"SAHARA - тонкие влагоотводящие носки. 
Идеальны для летнего треккинга, повседневной носки в жаркую погоду. 
Также могут использоваться как влагоотводящий вкладыш в тёплый носок.",950,"носок_NOUN,аксессуар_NOUN,одежда_NOUN"
2503,Походное снаряжение~Туристические палатки~Четырехместные палатки~Палатка JACK WOLFSKIN GRAND ILLUSION IV,"Длинные выходные идеальны для отдыха на природе — всей семьей, или просто в компании пары друзей. Grand Illusion IV — простая, просторная палатка в виде купола, предназначенная для четырех человек.
Grand Illusion IV оснащена просторным спальным отделением и почти таким же просторным тамбуром. Тамбур можно использовать в качестве гостиной или столовой, кухни, комнаты для игр или для хранения велосипедов и багажа.
Система Fast Pitch позволяет установить палатку максимально быстро и наслаждаться вечером без лишних хлопот. А технология Real Dom) отвечает за вместительность и устойчивость палатки. 
Два больших окна впускают в тамбур достаточно света, создавая ощущение домашнего уюта, даже при закрытых дверях. Четыре внутренних кармана позволяют удобно и аккуратно разместить ваши вещи.",35990,"снаряжение_NOUN,туристический_ADJ,палатка_NOUN,четырехместный_ADJ,походный_ADJ"
2504,Обувь~Обувь для альпинизма и спортивного туризма~Ботинки LA SPORTIVA SPANTIK,"La Sportiva Spantik – одни из лучших зимних техничных ботинок для холодной погоды, присутствующих сейчас на рынке. Он сочетает в себе последние технологии и инновационный дизайн. Если вы любите заниматься альпинизмом, то двойные альпинистские ботинки La Sportiva Spantik будут для вас незаменимым приобретением. Благодаря высококачественным материалам, из которых они сделаны, ваши ноги будут в тепле даже на высоте в 7000 метров. Алюминиевая теплоизоляция по всей площади ботинка в сочетании с высококачественным полиэстером и полиэтиленом не пропустит ни ветер, ни влагу, ни  мороз. Подошва Vibram также не восприимчива к суровым внешним условиям, и обеспечит хорошее сцепление на ледяной поверхности.
Двойные ботинки для высотных восхождений до 7000м. Идеальны для восхождений по северным стенам, для зимнего альпинизма и длительного пребывания на большой высоте. Простая, удобная и точная подгонка по ноге.
Отличительная особенность этой модели – оригинальная система шнуровки, как для наружного, так и для внутреннего ботинка, позволяющая шнуровать ботинок одной рукой, в экстремальных условиях – в перчатках. Очень легкие, пара 42-го размера весит всего 2300 грамм.
Могут использоваться с любыми типами кошек.",48990,"ботинок_NOUN,туризм_NOUN,обувь_NOUN,альпинизм_NOUN,спортивный_ADJ"
2505,Обувь~Обувь для альпинизма и спортивного туризма~Ботинки LA SPORTIVA OLYMPUS MONS EVO new,"Это двойные ботинки предназначены для высотных восхождений в самых экстремальных погодных условиях. 
Гамаша выполнена из прочной эластичной и водоотталкивающей ткани Cordura. Дополнительно нижняя часть усилена сверхпрочным кевларом. Гамаша надежно фиксируется на ноге за счет эластичной резинки, расположенной сверху.
Эти ботинки многослойной конструкции. Всего 14 слоев, 8 из них это технологичные теплоизоляционные материалы, которые предотвращают теплопотери.
Внешний и внутренний ботинки имеют инновационную систему шнуровки, которая позволяет шнуровать ботинки одной рукой, не снимая перчатки, что порой важно при очень низких температурах.
Специальные петли FitSystem помогают надеть ботинки без особого труда.
Водонепроницаемая застежка  на липучках отлично защищает от проникновения снега.
Модель оборудована двумя рантами для крепления жестких кошек, но может также использоваться с полужесткими или мягкими кошками.
На ботинках стоит износостойкая подошва Vibram, качество которой проверено временем. Имеется специальная вставка на носке для лучшего сцепления со скальным рельефом.
В комплекте идет две стельки, что позволяет максимально хорошо отрегулировать ботинки по ноге.",59200,"ботинок_NOUN,туризм_NOUN,обувь_NOUN,альпинизм_NOUN,спортивный_ADJ"
2506,Обувь~Обувь для альпинизма и спортивного туризма~Ботинки LA SPORTIVA OLYMPUS MONS EVO old,"Двойные ботинки для высотных восхождений и полярных экспедиций. Самые популярные ботинки в Гималаях.
Модель отличает компактность и вес, который на 15% легче аналогов других производителей. 
Подошва с высочайшими теплоизоляционными свойствами и передним и задним рантом из резины с повышенной стойкостью к истиранию. 
Ботинки подходят для использования с любыми типами кошек, а также могут быть в лыжных креплениях типа ски-тур.
Высокая гамаша помогает сохранить тепло, а также защищает от попадания снега, люда и мелких камней.
Резиновый кант по всему периметру ботинка защищает от повреждений.
Специальная вставка спереди подошвы из более износостойкой резины помогает на скальных участках. 
Особенная система шнуровки и внутреннего и наружного ботинка позволяет зашнуровать их одной рукой, и даже в рукавицах. 
Петли на внутреннем ботинке помогают его надеванию даже в варежках.
Специальная молния на внешнем ботинке не замерзает даже в сильный мороз.",37500,"ботинок_NOUN,туризм_NOUN,обувь_NOUN,альпинизм_NOUN,спортивный_ADJ"
2507,"Снаряжение для промышленного альпинизма~Петли, самостраховки, стремена~Самостраховки, фиксирующие стропы для промышленного альпинизма~Страховка KONG Y ELASTIC LANYARD","Нейлоновая стропа с двумя рукавами из полустатической упругой лямки. 
Она может быть использована для создания наборов, пригодных для парков приключений, позиционирования рабочих промальпа, яхтинга.",2250,"снаряжение_NOUN,промышленный_ADJ,альпинизм_NOUN,стропа_NOUN,страховка_NOUN,стремя_NOUN,петля_NOUN,самостраховка_NOUN"
2508,Походное снаряжение~Рюкзаки~Детские рюкзаки и переноски~Детский рюкзак JACK WOLFSKIN LITTLE JOE 11,"Рюкзачок для маленьких путешественников.
Удобный детский рюкзак от производителя Jack Wolfskin. Little Joe идеально подойдет деткам для переноски игрушек, а также в качестве школьного ранца.",2490,"снаряжение_NOUN,детский_ADJ,переноска_NOUN,рюкзак_NOUN,походный_ADJ"
2509,Альпинизм и скалолазание~Точки страховки~Френды~Френд BLACK DIAMOND CAMALOT C4 0.75,"Золотой стандарт кулачковых устройств, Camalot, имеет уникальный двухосевой дизайн, который позволяет кулачкам сжиматься гораздо уже, чем аналогичные устройства с одной осью. 
Они легкие, петли тросика и рукоятки удобны в обращении, а запатентованные петли достаточно большие, чтобы обращаться с ними в перчатках.",6490,"скалолазание_NOUN,альпинизм_NOUN,страховка_NOUN,френд_NOUN,точка_NOUN"
2510,Альпинизм и скалолазание~Точки страховки~Френды~Френд BLACK DIAMOND CAMALOT C4 0.4,"Золотой стандарт кулачковых устройств, Camalot, имеет уникальный двухосевой дизайн, который позволяет кулачкам сжиматься гораздо уже, чем аналогичные устройства с одной осью.
Они легкие, петли тросика и рукоятки удобны в обращении, а запатентованные петли достаточно большие, чтобы обращаться с ними в перчатках.",4790,"скалолазание_NOUN,альпинизм_NOUN,страховка_NOUN,френд_NOUN,точка_NOUN"
2511,"Обувь~Бахилы, гамаши~Гетры EXTREMITIES Packagaiter","Extremities Packagaiter – очень лёгкие и прочные водонепроницаемые бахилы с мембраной Gore-Tex®. Благодаря современному дизайну с застёжкой по всей длине, мембране Gore-Tex®, прочному полиэстеру, а также за счет наличия резинок на уровне голени, эти бахилы очень удобны и абсолютно водонепроницаемы. 
Износоустойчивые и обладают дышащими свойствами. Они будут просто незаменимы во время загородной прогулки или похода в дождливую погоду и надёжно защитят обувь и брюки от влаги, грязи, или мокрого снега.
Отличительной особенностью бахил Extremities Packagaiter является застёжка-молния, вшитая спереди по всей длине. 
Снаружи молния закрыта слоем ткани с застёжкой-липучкой (Velcro). 
Благодаря такой конструкции бахилы очень легко надевать и снимать. 
Снизу и сверху есть кнопки. Кнопки изготовлены из нержавеющей стали. 
Бахилы хорошо удерживаются на ногах за счёт резинок на уровне голени и ремешков Polytex, которые надеваются под стопу. 
Ремешки Polytex сделаны их прочного материала и регулируются как стяжки; их можно легко снять или заменить. 
На верхнем манжете, рядом с застёжкой, вшиты полоски из светоотражающей ткани. 
Благодаря им Вы легко сможете найти застёжку в темноте.
Нижняя часть бахил Extremities Packgaiter состоит из полиэстера, а верхняя из мембраны. 
Полиэстер Paclite 600 denier – это прочный, износоустойчивый материал, изготовленный из волокон полиэстера, толщиной 600 D. 
Этот материал пористый и обладает дышащими свойствами. 
Мембрана Gore-Tex® изготовлена по уникальной технологии. Благодаря этим свойствам вода не проникает внутрь, а пар эффективно отводится наружу. Таким образом мембрана Gore-Tex® является абсолютно водонепроницаемой, хорошо защищает от ветра и обладает высокими дышащими свойствами.",3350,"обувь_NOUN,бахила_NOUN,гамаши_NOUN,гетра_NOUN"
